"fornavn"	"statistikkvariabel"	"1880"	"1881"	"1882"	"1883"	"1884"	"1885"	"1886"	"1887"	"1888"	"1889"	"1890"	"1891"	"1892"	"1893"	"1894"	"1895"	"1896"	"1897"	"1898"	"1899"	"1900"	"1901"	"1902"	"1903"	"1904"	"1905"	"1906"	"1907"	"1908"	"1909"	"1910"	"1911"	"1912"	"1913"	"1914"	"1915"	"1916"	"1917"	"1918"	"1919"	"1920"	"1921"	"1922"	"1923"	"1924"	"1925"	"1926"	"1927"	"1928"	"1929"	"1930"	"1931"	"1932"	"1933"	"1934"	"1935"	"1936"	"1937"	"1938"	"1939"	"1940"	"1941"	"1942"	"1943"	"1944"	"1945"	"1946"	"1947"	"1948"	"1949"	"1950"	"1951"	"1952"	"1953"	"1954"	"1955"	"1956"	"1957"	"1958"	"1959"	"1960"	"1961"	"1962"	"1963"	"1964"	"1965"	"1966"	"1967"	"1968"	"1969"	"1970"	"1971"	"1972"	"1973"	"1974"	"1975"	"1976"	"1977"	"1978"	"1979"	"1980"	"1981"	"1982"	"1983"	"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"
"Emma"	"Andel av fødte (prosent)"	0.865	0.876	1.037	0.913	1.130	0.912	0.883	1.008	0.970	0.852	0.862	0.935	0.808	0.957	0.831	0.886	0.775	0.775	0.739	0.714	0.774	0.690	0.668	0.651	0.673	0.526	0.549	0.537	0.411	0.487	0.473	0.433	0.335	0.337	0.324	0.356	0.277	0.274	0.355	0.223	0.206	0.211	0.174	0.168	0.161	0.114	0.152	0.152	0.139	0.135	0.111	0.057	0.086	0.041	0.062	0.078	0.046	0.049	0.042	0.032	0.045	0.051	0.021	0.027	0.045	0.017	0.027	0.022	.	0.036	0.023	0.037	0.026	0.025	0.019	0.025	0.012	.	0.018	0.015	.	0.021	.	0.017	0.017	0.022	0.016	.	0.026	0.013	0.018	.	0.021	0.038	0.022	0.034	0.023	0.056	0.079	0.078	0.066	0.086	0.082	0.091	0.090	0.109	0.145	0.178	0.118	0.163	0.192	0.153	0.230	0.269	0.305	0.449	0.485	0.686	1.222	1.212	1.167	1.233	1.430	2.523	2.334	1.624	1.508	1.482	1.807	1.792	1.557	1.478	1.388	1.366	1.403	1.485	1.351	1.381	1.558	1.523	1.379
